country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-08-23,-1,48,5,12,41,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-08-24,1,47,16,11,41,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-08-25,1,52,22,12,42,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-08-26,4,54,20,12,44,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-08-27,8,53,19,5,31,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-08-28,0,54,8,-3,26,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-08-29,-7,43,-4,7,45,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-08-30,-3,48,-1,8,41,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-08-31,3,53,11,10,42,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-09-01,5,62,19,12,42,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-09-02,7,60,13,12,44,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-09-03,9,60,7,4,29,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-09-04,0,57,-2,-9,23,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-09-05,1,53,4,10,45,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-09-06,12,66,11,13,40,0
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-09-07,-10,32,49,-35,-50,16
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-09-08,7,63,28,12,36,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-09-09,10,61,25,13,40,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-09-10,12,59,18,7,29,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-09-11,4,57,6,-2,26,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-09-12,0,50,0,13,48,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-09-13,1,50,5,12,41,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-09-14,0,46,8,8,39,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-09-15,2,54,13,9,39,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-09-16,3,52,7,7,40,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-09-17,9,55,9,2,29,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-09-18,6,57,12,-3,24,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-09-19,-2,46,3,10,42,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-09-20,0,51,10,9,33,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-09-21,2,48,12,9,39,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-09-22,0,52,13,9,39,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-09-23,5,56,15,10,42,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-09-24,10,56,17,5,30,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-09-25,3,56,8,-4,23,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-09-26,-7,43,-3,6,43,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-09-27,-4,46,1,7,39,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-09-28,-4,43,2,3,38,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-09-29,0,52,10,6,39,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-09-30,5,60,6,7,39,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-10-01,12,68,2,2,30,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-10-02,12,87,10,14,40,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-10-03,-3,50,-1,7,40,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-10-04,0,53,1,9,39,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-10-05,5,54,13,9,39,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-10-06,5,60,14,9,41,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-10-07,11,64,14,10,42,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-10-08,18,64,21,9,30,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-10-09,7,60,9,-4,23,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-10-10,4,54,3,8,38,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-10-11,16,62,16,11,33,0
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-10-12,0,33,64,-35,-52,14
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-10-13,4,55,24,8,34,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-10-14,6,56,17,8,35,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-10-15,9,54,14,2,26,3
